no,name,price,type,area,bedrooms,bathrooms,receptions,district,city,postcode
1087,"The oTTo, Hackney",995000,New development,1561,3,3,3, Clapton,London,E5 8DS
1088,Chelsea Creek Tower,1399000,Flat / Apartment,1351,2,2,2, Fulham,London,SW6 2RQ
1089,Banyan House,1250000,Flat / Apartment,1253,3,3,3, Fulham,London,SW6 2PT
1090,Worple Street,800000,House,1018,2,2,2,Mortlake,London,SW14 8HE
1091,Streathbourne Road,2750000,House,4056,6,6,6,,London,SW17 8QZ
1092,Thirlmere Road,650000,Flat / Apartment,877,2,2,2,,London,SW16 1QW
1093,Lime Quarter,490000,New development,695,2,2,2,Bow,London,E3 3QH
1094,Kew Bridge Road,765000,New development,858,2,2,2,Brentford,London,TW8 0RF
1095,Charles Street,699950,New development,756,2,2,2,Barnes,London,SW13 0NZ
1096,St. Stephens Avenue,2650000,House,2607,5,5,5,,London,W12 8JA
1097,Elsley Road,899950,House,922,3,3,3,Battersea,London,SW11 5LH
1098,Kenilworth Avenue,2695000,House,3797,6,6,6,Wimbledon,London,SW19 7LW
1099,Geraldine Road,1895000,House,2503,5,5,5,Wandsworth,London,SW18 2NS
1100,Commodore House,1100000,Flat / Apartment,1236,2,2,2, Juniper Drive,London,SW18 1TZ
1101,The Lansbury,6250000,Flat / Apartment,1736,3,3,3,19 Basil Street,London,SW3 1BA
1102,Wimbledon Park Road,535000,Flat / Apartment,729,2,2,2,Putney,London,SW18 5SJ
1103,Wimbledon Park Road,550000,Flat / Apartment,849,2,2,2,Putney,London,SW18 5SJ
1104,Lowlands,835000,Flat / Apartment,875,2,2,2,2-8 Eton Avenue,London,NW3 3EJ
1105,Basilica Mews,2485000,New development,2603,5,5,5,,London,SW12 8UF
1106,Hanway Place,1895000,Flat / Apartment,1438,2,2,2,Fitzrovia,London,W1T 1HF
1107,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
1108,Tollington Way,572900,New development,721,2,2,2, London,London,N7 6RG
1109,Tollington Way,432500,New development,538,1,1,1, London,London,N7 6RG
1110,The Stack,620000,New development,930,2,2,2,Homerton,London,E9 6HP
1111,The Stack,580000,New development,832,2,2,2,Homerton,London,E9 6HP
1112,The Stack,590000,New development,840,2,2,2,Homerton,London,E9 6HP
1113,Bagel Factory,599950,New development,724,2,2,2, Hackney Wick,London,E9 5EN
1114,Marville Road,1225000,House,1163,3,3,3, Fulham,London,SW6 7BB
1115,Boddington Gardens,850000,House,1389,3,3,3,Acton,London,W3 9AP
1116,West Lodge Avenue,1375000,House,2441,5,5,5,Ealing Common,London,W3 9SF
1117,Montague Gardens,1850000,House,2766,6,6,6,West Acton,London,W3 9PT
1118,Ternary Place,630000,New development,904,2,2,2, Ealing,London,W5 3HJ
1119,Eaton Rise,650000,New development,776,2,2,2,Ealing,London,W5 2HE
1120,Baillie Apartments,512500,New development,858,2,2,2,Royal Albert Wharf,London,E16 2QJ
1121,City Road,599950,Flat / Apartment,506,1,1,1,Clerkenwell,London,EC1V 2PY
1122,Clerkenwell Road,650000,Flat / Apartment,531,1,1,1,,London,EC1M 5PY
1123,St John Street,950000,Flat / Apartment,939,1,1,1,Clerkenwell,London,EC1V 4JY
1124,Binden Road,1695000,House,1705,4,4,4,,London,W12 9RJ
1125,Galloway Road,785000,House,1098,3,3,3,,London,W12 0PH
1126,Cedar Court,1450000,House,2028,5,5,5, Wimbledon,London,SW19 5HU
1127,Queens Road,1795000,House,2336,5,5,5,Wimbledon,London,SW19 8LX
1128,Consort Lodge,2900000,Flat / Apartment,1677,4,4,4, St. John's Wood,London,NW8 7LX
1129,Chisholm Road,2000000,House,1719,4,4,4,Richmond,London,TW10 6JH
1130,Werter Road,1695000,House,3235,6,6,6,Putney,London,SW15 2LJ
1131,Wimbledon Park Road,575000,Flat / Apartment,983,2,2,2,Putney,London,SW18 5SJ
1132,Kildare Terrace,4950000,House,2861,5,5,5,,London,W2 5JT
1133,Harbut Road,635000,Flat / Apartment,942,2,2,2,,London,SW11 2RB
1134,Bishops Gate,2100000,New development,1688,4,4,4,82-88 Fulham High Street,London,SW6 3LF
1135,Birdshill Road,6000000,House,12546,7,7,7, Leatherhead,London,KT22 0NJ
1136,Fordhook Avenue,1195000,House,2150,5,5,5,Ealing Common,London,W5 3LR
1137,Westgate Terrace,1750000,Flat / Apartment,1134,2,2,2,,London,SW10 9BJ
1138,Andalus Road,475000,Flat / Apartment,637,2,2,2,Clapham,London,SW9 9PQ
1139,Langroyd Road,1195000,House,1823,5,5,5,,London,SW17 7PL
1140,Ranmere Street,1100000,House,1449,5,5,5,,London,SW12 9QQ
1141,Chestnut Grove,2050000,House,2563,5,5,5,,London,SW12 8JJ
1142,Knollys Road,1225000,House,2337,5,5,5,,London,SW16 2JU
1143,Holdernesse Road,425000,Flat / Apartment,620,1,1,1,,London,SW17 7RG
1144,Marian Road,385000,House,800,2,2,2,,London,SW16 5HR
1145,Thirlmere Road,395000,Flat / Apartment,771,1,1,1,,London,SW16 1QW
1146,Price's Court,525000,Flat / Apartment,771,2,2,2, Wandsworth,London,SW11 3YW
1147,Ashley Gardens,2750000,Flat / Apartment,2339,5,5,5, Westminster,London,SW1P 1PD
1148,Werter Road,1395000,House,2358,6,6,6,Putney,London,SW15 2LL
1149,Bryanston Square,1995000,Flat / Apartment,1156,3,3,3,Marylebone,London,W1H 2DX
1150,Portland & Riding,3950000,Penthouse,2227,4,4,4,Great Portland Street,London,W1W 7NT
1151,Bishops Gate,1850000,New development,1462,3,3,3,82-88 Fulham High Street,London,SW6 3LF
1152,Alderbrook Road,1600000,House,2561,5,5,5,,London,SW12 8AB
1153,Landmark Place At Tower Bridge,2524000,New development,1008,2,2,2,Water Lane,London,EC3R 6EA
1154,Carlton House,780000,New development,798,2,2,2,27 Carlton Drive,London,SW15 2BS
1155,500 Chiswick High Road,2225000,New development,2899,4,4,4,Chiswick,London,W4 5RG
1156,Chiswick High Road,550000,New development,581,1,1,1,Chiswick,London,W4 5RG
1157,Drayton Gardens,4650000,Flat / Apartment,2245,3,3,3,,London,SW10 9RX
1158,Melville Road,3150000,House,2894,5,5,5,Barnes,London,SW13 9RJ
1159,Holden Street,935000,House,1179,3,3,3,,London,SW11 5UP
1160,Cyril Mansions,625000,Flat / Apartment,613,2,2,2,Prince of Wales Drive,London,SW11 4HW
1161,Marian Lodge,699950,Flat / Apartment,1334,2,2,2, Wimbledon,London,SW20 8HJ
1162,Eaton Square,9950000,Flat / Apartment,2832,3,3,3,Belgravia,London,SW1W 9AP
1163,Marchmont Gardens,2750000,House,2213,5,5,5,Richmond,London,TW10 6ET
1164,Margaret Street,1995000,Flat / Apartment,1077,3,3,3,,London,W1W 8SN
1165,Oaklands,2500000,House,4012,5,5,5, Loughton,London,IG10 4RL
1166,Highbury Hill,999950,Flat / Apartment,840,2,2,2,Highbury,London,N5 1HH
1167,Lonsdale Square,550000,Flat / Apartment,399,1,1,1,Islington,London,N1 1EW
1168,Deansway,2600000,House,3318,5,5,5,East Finchley,London,N2 0HX
1169,Irene Road,2150000,House,2087,5,5,5,Fulham,London,SW6 4AQ
1170,East Sheen Avenue,1800000,House,2001,5,5,5,East Sheen,London,SW14 8AU
1171,Rowfant Road,1395000,House,2390,5,5,5,Wandsworth,London,SW17 7AP
1172,Colehill Lane,1100000,House,1370,3,3,3, Fulham,London,SW6 5EF
1173,Sinclair Gardens,700000,Flat / Apartment,693,2,2,2,,London,W14 0AU
1174,Brocklebank Road,1200000,House,1743,4,4,4,Wandsworth,London,SW18 3AX
1175,Westover Road,2125000,House,2591,5,5,5,Wandsworth,London,SW18 2RH
1176,Spring Terrace,2850000,House,2934,5,5,5,Richmond,London,TW9 1LW
1177,Ashurst Close,750000,House,1309,3,3,3,Northwood,London,HA6 1EL
1178,Princedale Road,8950000,New development,3711,4,4,4,,London,W11 4NJ
1179,Woburn Avenue,535000,House,900,3,3,3, Epping,London,CM16 7JS
1180,Woodredon Farm,575000,Bungalow,1013,3,3,3, Waltham Abbey,London,EN9 3SX
1181,Bishops Gate,1425000,New development,1063,2,2,2,82-88 Fulham High Street,London,SW6 3LF
1182,Kings College Court,2650000,New development,1727,2,2,2, Belsize Park,London,NW3 3EA
1183,Beaufort Court,775000,New development,870,2,2,2,65 Maygrove Road,London,NW6 2DA
1184,Tantallon Road,1425000,House,1980,5,5,5,,London,SW12 8DH
1185,Hosack Road,1125000,House,1727,4,4,4,,London,SW17 7QW
1186,Romberg Road,895000,House,1407,4,4,4,,London,SW17 8UB
1187,Thirlmere Road,650000,Flat / Apartment,884,2,2,2,,London,SW16 1QW
1188,Lysias Road,1295000,House,1873,4,4,4,,London,SW12 8BW
1189,Bailey House,2100000,Flat / Apartment,1527,3,3,3,Coleridge Gardens,London,SW10 0RG
1190,Rosenau Crescent,1750000,House,2006,5,5,5,Battersea,London,SW11 4RY
1191,Mysore Road,700000,Flat / Apartment,807,2,2,2,Battersea,London,SW11 5RZ
1192,Artillery Mansions,2250000,Flat / Apartment,1669,3,3,3, Westminster,London,SW1H 0HY
1193,St. Aubyns Court,750000,Flat / Apartment,1171,3,3,3, Wimbledon,London,SW19 4AQ
1194,High Street,599950,New development,883,2,2,2,Colliers Wood,London,SW19 2BY
1195,Southlands Drive,650000,Flat / Apartment,976,2,2,2,Wimbledon,London,SW19 5QN
1196,Acris Street,1285000,House,1968,5,5,5,Wandsworth,London,SW18 2QP
1197,St. Ann's Crescent,600000,Flat / Apartment,692,2,2,2,,London,SW18 2ND
1198,Grove Hall Court,995000,Flat / Apartment,812,2,2,2, St. John's Wood,London,NW8 9NS
1199,Trinity Road,450000,Flat / Apartment,533,1,1,1,Wandsworth,London,SW18 3RG
1200,Chiltern Place,3950000,New development,1150,2,2,2,66 Chiltern Street,London,W1U 6NJ
1201,Drayton Park,575000,New development,784,2,2,2,,London,N5 1DH
1202,Rosaville Road,1400000,House,1406,4,4,4,Fulham,London,SW6 7BN
1203,Carillon Court,399950,Flat / Apartment,398,1,1,1,Oxford Road,London,W5 3SX
1204,Artichoke Hill,675000,Flat / Apartment,970,2,2,2,,London,E1W 2BA
1205,Riverside Quarter,900000,New development,901,2,2,2,Wandsworth,London,SW18 1PP
1206,Thames Quay,699950,Flat / Apartment,645,1,1,1,Chelsea Harbour,London,SW10 0UY
1207,Lyston House,835000,Flat / Apartment,1155,3,3,3,Clifton Road,London,SW19 4QY
1208,Grosvenor Hill,750000,Flat / Apartment,815,2,2,2,Wimbledon,London,SW19 4RU
1209,Ballantine Street,939999,House,1171,3,3,3, Wandsworth,London,SW18 1AL
1210,Eastfields Avenue,655000,Flat / Apartment,761,2,2,2,Riverside Quarter,London,SW18 1FQ
1211,Hamilton Terrace,995000,Flat / Apartment,1041,2,2,2,St. John's Wood,London,NW8 9UJ
1212,Ronann Apartments,675000,Flat / Apartment,757,2,2,2, Haggerston,London,N1 5QJ
1213,Alexandra Road,1300000,House,1626,4,4,4,,London,TW1 2HE
1214,Edward Blore Mews,1095000,House,1322,3,3,3,Egerton Drive,London,TW7 7FE
1215,Eastbury Road,1050000,House,2562,4,4,4, Watford,London,WD19 4JN
1216,Lavender Sweep,625000,Flat / Apartment,946,2,2,2,Battersea,London,SW11 1HD
1217,Sutherland Avenue,795000,Flat / Apartment,666,2,2,2,Maida Vale,London,W9 1ET
1218,Queens Avenue,1445000,House,2468,6,6,6,Woodford Green,London,IG8 0JE
1219,Chiltern Place,5950000,New development,1916,2,2,2,66 Chiltern Street,London,W1U 6NJ
1220,Prior Bolton Street,830000,Flat / Apartment,813,2,2,2,,London,N1 2NX
1221,Barnes Court,495000,Flat / Apartment,758,3,3,3,Lofting Road,London,N1 1JD
1222,Drive Mansions,699950,Flat / Apartment,935,3,3,3,Fulham Road,London,SW6 5JB
1223,Byam Street,1350000,House,1636,4,4,4,,London,SW6 2RB
1224,Greystoke Gardens,400000,Flat / Apartment,764,2,2,2,Hanger Lane,London,W5 1EP
1225,Coleherne Road,865000,Flat / Apartment,559,2,2,2,,London,SW10 9BS
1226,Enmore Gardens,1100000,House,1345,4,4,4,East Sheen,London,SW14 8RF
1227,Cavendish Road,1250000,House,2176,4,4,4,,London,SW12 0BH
1228,Landmark Place At Tower Bridge,4416000,New development,1847,3,3,3,Water Lane,London,EC3R 6EA
1229,Lurline Gardens,699950,Flat / Apartment,831,2,2,2,Battersea,London,SW11 4DB
1230,Eaton Square,1995000,Flat / Apartment,1575,3,3,3,Belgravia,London,SW1W 9DH
1231,Salcott Road,625000,Flat / Apartment,694,2,2,2,,London,SW11 6DF
1232,Connaught Avenue,2395000,House,5300,7,7,7,Loughton,London,IG10 4DP
1233,Lofting Road,570000,Flat / Apartment,642,2,2,2,Islington,London,N1 1ET
1234,Newington Green Mansions,450000,Flat / Apartment,595,2,2,2,Green Lanes,London,N16 9BT
1235,Portman Heights,695000,Flat / Apartment,1042,3,3,3, Hampstead,London,NW3 7TW
1236,Palmerston Road,1375000,House,1791,4,4,4,East Sheen,London,SW14 7PZ
1237,Sainfoin Road,1550000,House,2302,4,4,4,,London,SW17 8EP
1238,Blenheim Road,2150000,House,1929,5,5,5,Chiswick,London,W4 1UB
1239,York Mansions,1750000,Flat / Apartment,1660,3,3,3,Prince of Wales Drive,London,SW11 4BW
1240,Albert Terrace,4950000,Flat / Apartment,2610,5,5,5,Primrose Hill,London,NW1 7SU
1241,Ridgmount Road,1100000,House,1685,5,5,5,Wandsworth,London,SW18 2DA
1242,Bartholomew Road,995000,Flat / Apartment,1172,3,3,3,Kentish Town,London,NW5 2AR
1243,Wandsworth Common West Side,475000,Flat / Apartment,650,2,2,2,,London,SW18 2EL
1244,Kings House,495000,Flat / Apartment,696,1,1,1,1 Brightlingsea Place,London,E14 8DB
1245,Chapman Square,1795000,House,2605,4,4,4,Wimbledon,London,SW19 5QR
1246,Devas Road,1795000,House,2001,5,5,5,Wimbledon,London,SW20 8PD
1247,Coleford Road,1350000,House,1519,3,3,3,Wandsworth,London,SW18 1AD
1248,Meldola Yard,475000,Flat / Apartment,584,1,1,1,,London,E9 5NW
1249,Ormond Road,2850000,House,2338,4,4,4,Richmond,London,TW10 6TH
1250,Haldon Road,700000,House,947,2,2,2,Putney,London,SW18 1QG
1251,East Towers,930000,House,1834,5,5,5,Pinner,London,HA5 1TL
1252,Broxash Road,1575000,House,1986,5,5,5,,London,SW11 6AB
1253,Waverley Court,900000,Flat / Apartment,650,2,2,2,34-37 Beaumont Street,London,W1G 6DH
1254,Blandford Street,750000,Flat / Apartment,421,1,1,1,,London,W1U 8AG
1255,Pearson Square,2600000,New development,1281,2,2,2,,London,W1T 3BH
1256,Wigmore Place,1950000,Flat / Apartment,1765,2,2,2,Marylebone,London,W1U 2LR
1257,Fitzroy Street,1200000,Flat / Apartment,852,2,2,2,Fitzrovia,London,W1T 6DS
1258,Waverley Court,840000,Flat / Apartment,625,2,2,2, Marylebone,London,W1G 6DH
1259,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
1260,Lippitts Hill,1065000,House,2625,5,5,5,Loughton,London,IG10 4AL
1261,Troy Court,1000000,Flat / Apartment,862,2,2,2,Kensington High Street,London,W8 7RD
1262,Earls Terrace,1100000,Flat / Apartment,706,2,2,2,,London,W8 6LP
1263,John Spencer Square,800000,Flat / Apartment,794,2,2,2,,London,N1 2LZ
1264,Goldsmiths Row,875000,Penthouse,972,2,2,2,,London,E2 8QF
1265,Richmond Road,900000,Flat / Apartment,1055,2,2,2,,London,E8 3QW
1266,East Heath Road,875000,Flat / Apartment,1210,2,2,2,Hampstead,London,NW3 1BN
1267,Redruth Gardens,1795000,House,3796,6,6,6, Esher,London,KT10 0HD
1268,Wolsey Road,935000,House,1583,3,3,3,Esher,London,KT10 8NX
1269,New Road,2695000,House,5164,5,5,5,Esher,London,KT10 9NU
1270,Park Road,2250000,House,2654,5,5,5, Chiswick,London,W4 3HP
1271,Bolingbroke Road,1950000,House,2063,5,5,5,,London,W14 0AJ
1272,Apex Court,475000,New development,474,1,1,1,1 Woodger Road,London,W12 8NW
1273,Brynmaer Road,2500000,House,2235,5,5,5,,London,SW11 4EN
1274,Juer Street,1695000,House,2014,5,5,5,,London,SW11 4RF
1275,Claremont House,550000,New development,540,1,1,1,28 Quebec Way,London,SE16 7FS
1276,Peel Street,2550000,House,1451,3,3,3,,London,W8 7PD
1277,Royal Victoria Patriotic Building,695000,Flat / Apartment,983,1,1,1,,London,SW18 3SX
1278,Gloucester Drive,725000,Flat / Apartment,1323,3,3,3,,London,N4 2LE
1279,College Drive,1600000,House,2609,5,5,5,Thames Ditton,London,KT7 0LB
1280,Warwick Drive,675000,Flat / Apartment,986,3,3,3,Putney,London,SW15 6LD
1281,Coral Apartments,1100000,Penthouse,1809,2,2,2,17 Western Gateway,London,E16 1AQ
1282,48 Reminder Lane,450000,Flat / Apartment,566,1,1,1,Greenwich,London,SE10 0NQ
1283,Andre Street,635000,Flat / Apartment,840,2,2,2,,London,E8 2AA
1284,Clavering Avenue,1500000,House,2035,5,5,5,Barnes,London,SW13 8DY
1285,Brook Green,4650000,House,3244,6,6,6,,London,W6 7BL
1286,Boatman's Court,695000,New development,734,2,2,2, Putney,London,SW15 1PP
1287,Telfords Yard,865000,Flat / Apartment,1115,2,2,2,,London,E1W 2BQ
1288,Richmond Mansions,1195000,Flat / Apartment,1300,3,3,3,Old Brompton Road,London,SW5 9HN
1289,New Century House,450000,Flat / Apartment,731,2,2,2,8 Jude Street,London,E16 1FG
1290,Eltham Court,475000,New development,639,1,1,1, West Ealing,London,W13 8RA
1291,Orbel Street,700000,Flat / Apartment,1021,2,2,2,,London,SW11 3NZ
1292,York Street,1850000,Flat / Apartment,1454,2,2,2,,London,W1H 4QF
1293,Faraday Road,699950,House,918,3,3,3,Wimbledon,London,SW19 8PA
1294,Cedar Park,700000,House,942,3,3,3, Chigwell,London,IG7 5AL
1295,Enfield Road,699950,New development,942,2,2,2,Islington,London,N1 5EN
1296,Petergate,750000,House,914,3,3,3,Wandsworth,London,SW11 2UE
1297,Corbiere Court,675000,House,586,2,2,2,Wimbledon,London,SW19 4ND
1298,Guildford House,765000,Flat / Apartment,818,2,2,2,Tollgate Gardens,London,NW6 5FU
1299,East Hill,625000,Flat / Apartment,789,2,2,2,,London,SW18 2HG
1300,Sentis Court,595000,Flat / Apartment,1197,2,2,2, Northwood,London,HA6 3NG
1301,Clephane Road,675000,Flat / Apartment,803,3,3,3,,London,N1 2FT
1302,Moring Road,1095000,House,1466,4,4,4,,London,SW17 8DN
1303,Cambridge Road,1150000,Flat / Apartment,1012,3,3,3,,London,SW11 4RT
1304,Caledonian Road,860000,Flat / Apartment,1018,2,2,2,,London,N1 0NG
1305,De Laszlo House,2500000,New development,1615,3,3,3, Hampstead,London,NW3 5JY
1306,Highdown Road,3395000,House,3583,6,6,6,Putney,London,SW15 5BU
1307,Lichfield Road,899950,House,1615,3,3,3,,London,E3 5AL
1308,Ashley Gardens,1200000,Flat / Apartment,1077,2,2,2, Victoria,London,SW1P 1HL
1309,Revelstoke Road,595000,Flat / Apartment,947,3,3,3,Southfields,London,SW18 5NN
1310,Florence Court,375000,Flat / Apartment,402,1,1,1,Sunnyside,London,SW19 4SG
1311,The Water Gardens,1180000,Flat / Apartment,1732,3,3,3, Kingston upon Thames,London,KT2 7LF
1312,Arcadian Place,1800000,House,2626,5,5,5,Southfields,London,SW18 5JF
1313,Barham Road,2750000,House,4180,5,5,5,Wimbledon,London,SW20 0ET
1314,Rosehill Road,575000,Flat / Apartment,680,2,2,2,Wandsworth,London,SW18 2NX
1315,Jessica Road,1550000,House,2265,5,5,5,,London,SW18 2QL
1316,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
1317,Elm Tree Court,600000,Flat / Apartment,514,1,1,1,Elm Tree Road,London,NW8 9JT
1318,Albany Park Road,2700000,House,3705,6,6,6,Kingston upon Thames,London,KT2 5SW
1319,Upper Richmond Road,699950,Flat / Apartment,816,2,2,2,Putney,London,SW15 2DU
1320,Sefton Street,1225000,House,1450,3,3,3,Putney,London,SW15 1NA
1321,Broadfield Lane,950000,New development,849,3,3,3,King's Cross,London,NW1 9DJ
1322,Gloucester Avenue,799999,Flat / Apartment,483,1,1,1,Primrose Hill,London,NW1 8HX
1323,King Edwards Road,1725000,House,2512,5,5,5,Ruislip,London,HA4 7AQ
1324,Greenhill Court,550000,Flat / Apartment,1899,2,2,2, Northwood,London,HA6 2BD
1325,Ladbroke Grove,925000,Flat / Apartment,635,1,1,1,,London,W11 2HE
1326,Manchuria Road,1625000,House,2056,4,4,4,,London,SW11 6AE
1327,Bellevue Road,825000,Flat / Apartment,840,2,2,2,,London,SW17 7EB
1328,St. James's Drive,900000,Flat / Apartment,1170,3,3,3,,London,SW17 7RT
1329,Clapham High Street,550000,Flat / Apartment,790,2,2,2,,London,SW4 7TP
1330,Cumberland Mansions,1500000,Flat / Apartment,1186,3,3,3, Marylebone,London,W1H 5ZA
1331,Hepworth Court,750000,Flat / Apartment,627,1,1,1,30 Gatliff Road,London,SW1W 8QN
1332,Cadogan Gardens,1695000,Flat / Apartment,1187,2,2,2,,London,SW3 2RB
1333,Cloudesley Road,599950,Flat / Apartment,432,1,1,1,Islington,London,N1 0EN
1334,Hemingford Road,2399500,House,2222,4,4,4,,London,N1 1BZ
1335,Florence Street,950000,Flat / Apartment,929,3,3,3,,London,N1 2EA
1336,Southgate Road,875000,Flat / Apartment,918,2,2,2,,London,N1 3HX
1337,Barnsbury Square,2250000,House,1642,4,4,4,Barnsbury,London,N1 1JL
1338,South Hill Park Gardens,4395000,House,3292,5,5,5,Hampstead,London,NW3 2TD
1339,Makepeace Mansions,439950,Flat / Apartment,466,1,1,1,Makepeace Avenue,London,N6 6ES
1340,Bridgepoint Place,1795000,House,1669,4,4,4,Hornsey Lane,London,N6 5LJ
1341,Armadale Road,699950,Flat / Apartment,734,2,2,2,,London,SW6 1JP
1342,Bishops Road,815000,Flat / Apartment,969,3,3,3,Fulham,London,SW6 7AD
1343,Letterstone Road,1375000,House,1427,4,4,4,,London,SW6 7BA
1344,Grove Way,1630000,House,3457,6,6,6,Esher,London,KT10 8HQ
1345,Westville Road,1195000,House,1953,5,5,5,Thames Ditton,London,KT7 0UH
1346,St. Leonards Road,1595000,House,3110,4,4,4,Thames Ditton,London,KT7 0RN
1347,New Road,1850000,House,2739,5,5,5,Esher,London,KT10 9NU
1348,Carrington Place,725000,Flat / Apartment,1328,3,3,3, Esher,London,KT10 9SF
1349,Sandown House,895000,Flat / Apartment,1255,2,2,2, Esher,London,KT10 9SL
1350,Wolsey Road,775000,House,1160,3,3,3,Esher,London,KT10 8NT
1351,Courtfield Gardens,2250000,Flat / Apartment,1700,3,3,3,,London,SW5 0PD
1352,Courtfield Gardens,2650000,Flat / Apartment,1393,2,2,2,,London,SW5 0ND
1353,Icon Apartments,480000,Flat / Apartment,732,2,2,2,32 Duckett Street,London,E1 4FX
1354,Streathbourne Road,1975000,House,2827,6,6,6,,London,SW17 8QZ
1355,Linnet Mews,625000,House,638,2,2,2,,London,SW12 8JE
1356,Thurleigh Road,1850000,House,2286,4,4,4,,London,SW12 8TY
1357,Tantallon Road,1600000,House,2201,5,5,5,,London,SW12 8DF
1358,Chandlers Avenue,399995,Flat / Apartment,553,1,1,1,Greenwich,London,SE10 0NN
1359,Cranbrook Road,1350000,House,1628,4,4,4,Chiswick,London,W4 2LJ
1360,Copenhagen Gardens,760000,House,919,2,2,2,Chiswick,London,W4 5NN
